ID,user_id,body,category
1,78,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは1.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,トラ
2,67,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは2.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ライオン
3,22,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは3.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,チンチラ
4,57,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは4.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,シロナガスクジラ
5,7,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは5.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,チンパンジー
6,87,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは6.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ボノボ
7,47,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは7.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,レッサーパンダ
8,23,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは8.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ラッコ
9,31,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは9.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,アオウミガメ
10,51,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは10.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,タイマイ
11,64,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは11.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オサガメ
12,6,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは12.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ハヤブサ
13,82,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは13.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オオサンショウウオ
14,88,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは14.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オジロワシ
15,76,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは15.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,トラ
16,67,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは16.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ライオン
17,63,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは17.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,チンチラ
18,24,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは18.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,シロナガスクジラ
19,92,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは19.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オオワシ
20,0,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは20.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,イヌワシ
21,66,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは21.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,アホウドリ
22,38,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは22.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オオタカ
23,70,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは23.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ライチョウ
24,84,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは24.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ヤンバルクイナ
25,7,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは25.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ハクトウワシ
26,8,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは26.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,カササギ
27,8,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは27.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ジャイアントパンダ
28,24,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは28.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,イリオモテヤマネコ
29,20,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは29.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オオワシ
30,74,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは30.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ライチョウ
31,5,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは31.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,アホウドリ
32,74,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは32.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,イヌワシ
33,59,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは33.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ツシマヤマネコ
34,85,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは34.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オジロワシ
35,94,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは35.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,エトピリカ
36,17,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは36.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,カササギ
37,13,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは37.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,コクチョウ
38,95,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは38.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,カナダガン
39,79,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは39.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,カラス
40,79,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは40.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オオワシ
41,36,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは41.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ライチョウ
42,42,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは42.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,アホウドリ
43,67,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは43.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ヤンバルクイナ
44,23,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは44.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,イヌワシ
45,64,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは45.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,オジロワシ
46,29,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは46.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,トラ
47,5,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは47.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,ライオン
48,94,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは48.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,チンチラ
49,12,生物学において生物の系統群の一つ。「動物」という言葉がつく分類群名としては後生動物や原生動物があるが、本稿でいう「動物」は後生動物の方を指す。後者は進化的に異なる雑多な生物をまとめたグループ（多系統群）であり、いずれも後生動物とは別系統である。日常語において、動物とは49.の意味の動物のうち、ヒト以外のもの。特に哺乳類に属する生物を指す事が多い。,シロナガスクジラ
